image,filter,psnr,ssim
01319.jpg,lee,13.0639,0.0839
01294.jpg,frost,16.7350,0.2754
01492.jpg,gamma,24.6391,0.7075
01493.jpg,lee,25.3072,0.6002
01269.jpg,gamma,21.7071,0.3449
01270.jpg,lee,15.1423,0.1023
01343.jpg,gamma,18.8453,0.3717
01344.jpg,lee,13.7752,0.1349
01394.jpg,frost,16.2862,0.2595
01444.jpg,frost,30.4238,0.8945
01418.jpg,gamma,31.4681,0.8568
01419.jpg,lee,31.3602,0.9185
01369.jpg,frost,16.8132,0.2398
01319.jpg,frost,14.8568,0.1272
01493.jpg,frost,27.1729,0.6621
01468.jpg,gamma,28.9854,0.8151
01469.jpg,lee,30.2471,0.9170
01270.jpg,frost,16.8703,0.1409
01344.jpg,frost,15.4309,0.1745
01419.jpg,frost,28.1191,0.8685
01469.jpg,frost,27.6438,0.8874
01294.jpg,gamma,21.0073,0.4131
01295.jpg,lee,15.6488,0.1958
01394.jpg,gamma,20.2410,0.3997
01395.jpg,lee,13.9653,0.1413
01444.jpg,gamma,26.7800,0.7436
01445.jpg,lee,29.5662,0.9220
01369.jpg,gamma,21.1689,0.4494
01370.jpg,lee,18.7323,0.2507
01319.jpg,gamma,18.4445,0.2744
01320.jpg,lee,15.0987,0.2287
01493.jpg,gamma,26.7831,0.7048
01494.jpg,lee,22.0158,0.7239
01295.jpg,frost,17.3611,0.2462
01270.jpg,gamma,23.1388,0.3568
01271.jpg,lee,16.0218,0.1946
01344.jpg,gamma,20.0697,0.3242
01345.jpg,lee,14.9488,0.1112
01370.jpg,frost,20.2272,0.2592
01445.jpg,frost,27.0299,0.8770
01419.jpg,gamma,24.2059,0.6779
01420.jpg,lee,33.0981,0.9172
01320.jpg,frost,16.7441,0.2674
01494.jpg,frost,23.6507,0.7701
01469.jpg,gamma,23.5077,0.7183
01470.jpg,lee,39.1495,0.9616
01271.jpg,frost,17.6614,0.2396
01345.jpg,frost,16.4160,0.1443
01420.jpg,frost,29.4442,0.8503
01470.jpg,frost,37.8833,0.9551
01295.jpg,gamma,22.1805,0.4416
01296.jpg,lee,17.3860,0.3233
01395.jpg,gamma,19.4797,0.3389
01396.jpg,lee,13.9572,0.2029
01445.jpg,gamma,22.8274,0.6581
01446.jpg,lee,31.6987,0.8740
01370.jpg,gamma,25.7133,0.5588
01371.jpg,lee,15.1348,0.2771
01320.jpg,gamma,21.0537,0.4144
01321.jpg,lee,13.6617,0.1735
01271.jpg,gamma,22.8919,0.4307
01272.jpg,lee,16.0263,0.2555
01296.jpg,frost,18.9426,0.3575
01446.jpg,frost,29.9421,0.8429
01494.jpg,gamma,21.4609,0.6450
01495.jpg,lee,23.2373,0.5333
01396.jpg,frost,15.4495,0.2430
01345.jpg,gamma,21.9496,0.3709
01346.jpg,lee,14.4847,0.1247
01371.jpg,frost,16.5100,0.3252
01420.jpg,gamma,26.3430,0.6863
01421.jpg,lee,33.1418,0.9347
01321.jpg,frost,15.2614,0.2295
01272.jpg,frost,17.4875,0.2909
01495.jpg,frost,25.9636,0.6385
01470.jpg,gamma,32.6550,0.8524
01471.jpg,lee,24.2019,0.5960
01346.jpg,frost,15.9529,0.1587
01421.jpg,frost,30.8211,0.9132
01296.jpg,gamma,22.7948,0.5264
01297.jpg,lee,12.7195,0.0996
01471.jpg,frost,26.5678,0.6733
01396.jpg,gamma,19.2631,0.3755
01397.jpg,lee,15.1987,0.1165
01446.jpg,gamma,26.5315,0.6642
01447.jpg,lee,30.6689,0.9248
01371.jpg,gamma,20.4970,0.4600
01372.jpg,lee,15.3665,0.1551
01321.jpg,gamma,18.4964,0.3737
01322.jpg,lee,14.4726,0.1330
01297.jpg,frost,14.5098,0.1454
01272.jpg,gamma,21.1414,0.5198
01273.jpg,lee,15.2690,0.1112
01397.jpg,frost,16.6888,0.1587
01495.jpg,gamma,25.5155,0.6555
01496.jpg,lee,25.4930,0.5496
01447.jpg,frost,28.3637,0.8953
01346.jpg,gamma,21.0003,0.3283
01347.jpg,lee,13.6193,0.0934
01372.jpg,frost,16.7479,0.1928
01421.jpg,gamma,26.9850,0.8012
01422.jpg,lee,34.1529,0.9353
01273.jpg,frost,17.0580,0.1497
01322.jpg,frost,16.2086,0.1809
01347.jpg,frost,15.2129,0.1330
01496.jpg,frost,28.3321,0.6464
01471.jpg,gamma,25.6319,0.6656
01472.jpg,lee,23.9538,0.5959
01422.jpg,frost,31.0445,0.9055
01297.jpg,gamma,17.6871,0.2707
01298.jpg,lee,14.5660,0.1604
01397.jpg,gamma,22.8613,0.3794
01398.jpg,lee,14.1946,0.0834
01472.jpg,frost,26.4273,0.6831
01447.jpg,gamma,24.0343,0.7271
01448.jpg,lee,33.0825,0.9380
01372.jpg,gamma,21.8642,0.3862
01373.jpg,lee,16.1211,0.1893
01322.jpg,gamma,21.1985,0.3756
01323.jpg,lee,14.4114,0.1738
01273.jpg,gamma,23.3227,0.3804
01274.jpg,lee,14.1245,0.1087
01298.jpg,frost,16.3252,0.2144
01398.jpg,frost,15.8585,0.1221
01448.jpg,frost,30.7402,0.9200
01496.jpg,gamma,27.9691,0.6409
01497.jpg,lee,23.8283,0.3355
01422.jpg,gamma,26.9659,0.7627
01423.jpg,lee,34.0099,0.9074
01347.jpg,gamma,19.5559,0.3172
01348.jpg,lee,13.8840,0.1883
01373.jpg,frost,17.4438,0.2312
01274.jpg,frost,15.9414,0.1542
01323.jpg,frost,16.1562,0.2304
01497.jpg,frost,27.5673,0.5047
01423.jpg,frost,31.7099,0.8765
01348.jpg,frost,15.2614,0.2276
01472.jpg,gamma,25.5324,0.6932
01473.jpg,lee,25.0236,0.4095
01298.jpg,gamma,21.1644,0.4247
01299.jpg,lee,14.0571,0.1698
01448.jpg,gamma,26.2824,0.7972
01449.jpg,lee,33.3058,0.9365
01473.jpg,frost,29.0458,0.6137
01398.jpg,gamma,21.8039,0.3301
01399.jpg,lee,15.3465,0.2608
01373.jpg,gamma,21.9828,0.4128
01374.jpg,lee,14.9427,0.1758
01323.jpg,gamma,20.6621,0.3976
01324.jpg,lee,15.2329,0.2364
01274.jpg,gamma,20.5213,0.3521
01500.jpg,lee,27.1523,0.6983
01299.jpg,frost,15.8238,0.2258
01449.jpg,frost,30.3377,0.9069
01374.jpg,frost,16.2802,0.2082
01399.jpg,frost,16.8087,0.2938
01423.jpg,gamma,28.0970,0.7243
01497.jpg,gamma,29.7666,0.7125
01424.jpg,lee,32.0482,0.9130
01498.jpg,lee,25.0999,0.4956
01348.jpg,gamma,18.6538,0.4066
01349.jpg,lee,13.6133,0.0971
01500.jpg,frost,29.3795,0.7353
01324.jpg,frost,16.8685,0.2780
01424.jpg,frost,29.4303,0.8742
01498.jpg,frost,28.8840,0.6685
01473.jpg,gamma,30.3495,0.7010
01474.jpg,lee,23.7378,0.6468
01349.jpg,frost,15.2681,0.1372
01449.jpg,gamma,25.9941,0.7507
01525.jpg,lee,24.1841,0.5143
01374.jpg,gamma,20.6785,0.3753
01550.jpg,lee,21.0240,0.4125
01299.jpg,gamma,20.0905,0.3539
01575.jpg,lee,24.4906,0.5609
01474.jpg,frost,25.7743,0.7118
01399.jpg,gamma,20.9862,0.4843
01600.jpg,lee,21.0581,0.5325
01525.jpg,frost,27.2405,0.6327
01500.jpg,gamma,28.7030,0.6761
01501.jpg,lee,23.1770,0.4575
01550.jpg,frost,24.3187,0.5234
01575.jpg,frost,28.1932,0.6476
01498.jpg,gamma,30.1345,0.7402
01499.jpg,lee,23.9286,0.6628
01600.jpg,frost,23.4374,0.6135
01324.jpg,gamma,21.2046,0.4127
01625.jpg,lee,21.6177,0.4425
01424.jpg,gamma,25.7779,0.7253
01650.jpg,lee,19.9512,0.3329
01349.jpg,gamma,19.8328,0.2856
01675.jpg,lee,18.9976,0.4510
01501.jpg,frost,26.5998,0.6159
01499.jpg,frost,26.2341,0.7326
01625.jpg,frost,24.9333,0.5443
01675.jpg,frost,21.8850,0.5534
01650.jpg,frost,22.9274,0.4300
01474.jpg,gamma,24.3820,0.6815
01700.jpg,lee,19.3184,0.3831
01525.jpg,gamma,27.2460,0.6285
01526.jpg,lee,25.3557,0.5576
01575.jpg,gamma,29.8551,0.7563
01576.jpg,lee,22.8001,0.5505
01600.jpg,gamma,22.6150,0.5290
01601.jpg,lee,19.1888,0.3686
01700.jpg,frost,22.1820,0.4413
01550.jpg,gamma,25.8253,0.6012
01551.jpg,lee,19.8075,0.4237
01501.jpg,gamma,26.9199,0.7205
01502.jpg,lee,26.5833,0.6449
01625.jpg,gamma,27.0587,0.6452
01626.jpg,lee,22.5821,0.3869
01576.jpg,frost,26.1123,0.6728
01499.jpg,gamma,24.9959,0.6703
01725.jpg,lee,19.2872,0.3142
01526.jpg,frost,28.6852,0.6604
01601.jpg,frost,22.1792,0.4840
01675.jpg,gamma,22.8495,0.5740
01676.jpg,lee,18.6677,0.4796
01551.jpg,frost,22.6363,0.5327
01650.jpg,gamma,24.9068,0.5745
01651.jpg,lee,19.0408,0.3282
01502.jpg,frost,29.0818,0.7189
01626.jpg,frost,26.2195,0.4883
01725.jpg,frost,22.0983,0.3965
01676.jpg,frost,21.1117,0.5593
01651.jpg,frost,22.1718,0.4253
01700.jpg,gamma,24.9255,0.5775
01701.jpg,lee,18.3254,0.2481
01576.jpg,gamma,26.3441,0.6597
01577.jpg,lee,20.7363,0.4819
01526.jpg,gamma,28.7529,0.7196
01527.jpg,lee,23.2905,0.6079
01601.jpg,gamma,22.6126,0.5598
01602.jpg,lee,22.6242,0.3638
01701.jpg,frost,21.4036,0.3254
01551.jpg,gamma,23.0780,0.5667
01552.jpg,lee,20.4669,0.4059
01502.jpg,gamma,28.4976,0.6722
01503.jpg,lee,24.3175,0.7242
01626.jpg,gamma,29.9424,0.6899
01577.jpg,frost,23.5033,0.5606
01627.jpg,lee,21.7498,0.4464
01725.jpg,gamma,25.2125,0.5369
01726.jpg,lee,18.6721,0.4115
01527.jpg,frost,25.8845,0.7026
01602.jpg,frost,26.5062,0.5273
01676.jpg,gamma,21.5525,0.5440
01677.jpg,lee,20.7989,0.4239
01552.jpg,frost,23.7938,0.5191
01651.jpg,gamma,24.7247,0.5782
01652.jpg,lee,19.1406,0.5061
01503.jpg,frost,26.4357,0.7837
01726.jpg,frost,21.5052,0.4806
01627.jpg,frost,24.9757,0.5298
01677.jpg,frost,23.9776,0.5075
01652.jpg,frost,21.8833,0.5967
01701.jpg,gamma,25.8244,0.5158
01702.jpg,lee,18.7558,0.3842
01577.jpg,gamma,24.2391,0.6202
01578.jpg,lee,22.4527,0.3808
01527.jpg,gamma,25.2442,0.6749
01528.jpg,lee,25.3189,0.5824
01602.jpg,gamma,28.8781,0.7017
01603.jpg,lee,21.6579,0.4054
01552.jpg,gamma,25.1668,0.6227
01553.jpg,lee,19.5974,0.4434
01702.jpg,frost,21.4405,0.4748
01503.jpg,gamma,24.5446,0.6837
01504.jpg,lee,20.7322,0.4168
01578.jpg,frost,26.2208,0.5054
01528.jpg,frost,28.3513,0.6468
01677.jpg,gamma,26.2392,0.5781
01678.jpg,lee,17.3369,0.2093
01627.jpg,gamma,26.9442,0.5971
01628.jpg,lee,17.3220,0.4515
01726.jpg,gamma,24.0871,0.5953
01727.jpg,lee,18.0698,0.3249
01603.jpg,frost,24.8679,0.5133
01553.jpg,frost,22.5087,0.5486
01504.jpg,frost,23.7969,0.5205
01652.jpg,gamma,22.3430,0.5975
01653.jpg,lee,19.6439,0.4328
01727.jpg,frost,20.8638,0.4031
01678.jpg,frost,20.4016,0.2984
01628.jpg,frost,19.5908,0.5410
01702.jpg,gamma,23.8458,0.5640
01703.jpg,lee,18.1178,0.2604
01653.jpg,frost,22.7385,0.5371
01528.jpg,gamma,29.0321,0.6777
01529.jpg,lee,25.0290,0.7510
01578.jpg,gamma,28.9366,0.6345
01579.jpg,lee,22.1096,0.5962
01603.jpg,gamma,25.9400,0.5752
01604.jpg,lee,21.7713,0.3190
01553.jpg,gamma,23.1223,0.5755
01554.jpg,lee,21.1779,0.4806
01703.jpg,frost,20.9098,0.3449
01504.jpg,gamma,24.4193,0.5100
01505.jpg,lee,27.0667,0.6360
01628.jpg,gamma,19.9786,0.5025
01629.jpg,lee,22.2832,0.4803
01529.jpg,frost,26.2933,0.7792
01579.jpg,frost,24.6486,0.6757
01727.jpg,gamma,23.8085,0.5301
01728.jpg,lee,18.5945,0.4644
01604.jpg,frost,25.4372,0.4781
01678.jpg,gamma,23.2249,0.4241
01679.jpg,lee,19.3762,0.3437
01554.jpg,frost,24.4941,0.5448
01505.jpg,frost,29.9318,0.7331
01653.jpg,gamma,23.9829,0.5766
01654.jpg,lee,18.2222,0.4531
01728.jpg,frost,21.0650,0.5411
01629.jpg,frost,24.9186,0.5624
01679.jpg,frost,22.3325,0.4454
01654.jpg,frost,20.9023,0.5505
01703.jpg,gamma,24.1132,0.4988
01704.jpg,lee,21.0690,0.4825
01529.jpg,gamma,24.0331,0.6594
01530.jpg,lee,23.9461,0.6113
01579.jpg,gamma,23.4723,0.5800
01580.jpg,lee,20.6772,0.5368
01604.jpg,gamma,27.8181,0.6554
01605.jpg,lee,20.4916,0.3666
01554.jpg,gamma,26.7862,0.6224
01555.jpg,lee,20.1559,0.4781
01704.jpg,frost,23.8032,0.5560
01679.jpg,gamma,23.7186,0.4689
01680.jpg,lee,19.6564,0.4725
01530.jpg,frost,26.0340,0.6866
01505.jpg,gamma,29.5765,0.7255
01506.jpg,lee,24.7071,0.7048
01629.jpg,gamma,25.7225,0.6100
01630.jpg,lee,18.0222,0.3439
01728.jpg,gamma,22.2102,0.5748
01729.jpg,lee,19.3173,0.2537
01580.jpg,frost,22.7078,0.5989
01605.jpg,frost,23.8746,0.4926
01555.jpg,frost,23.1230,0.5649
01654.jpg,gamma,21.6164,0.5277
01655.jpg,lee,20.5714,0.4402
01680.jpg,frost,22.4806,0.5732
01729.jpg,frost,22.3622,0.3234
01506.jpg,frost,27.1177,0.7642
01630.jpg,frost,21.0143,0.4488
01655.jpg,frost,23.9218,0.5345
01704.jpg,gamma,25.6522,0.6542
01705.jpg,lee,18.5752,0.3678
01580.jpg,gamma,21.6804,0.5644
01581.jpg,lee,21.6837,0.5106
01530.jpg,gamma,24.7297,0.6687
01531.jpg,lee,23.9521,0.4717
01605.jpg,gamma,25.3483,0.6035
01606.jpg,lee,20.4899,0.4340
01705.jpg,frost,21.4720,0.4354
01555.jpg,gamma,23.7847,0.5748
01556.jpg,lee,22.3469,0.4505
01680.jpg,gamma,23.1616,0.5771
01681.jpg,lee,20.3345,0.2528
01729.jpg,gamma,25.9227,0.5713
01730.jpg,lee,19.2516,0.2885
01581.jpg,frost,25.0088,0.6280
01630.jpg,gamma,22.9125,0.5367
01631.jpg,lee,19.6399,0.1696
01506.jpg,gamma,25.2575,0.7008
01507.jpg,lee,26.5583,0.6842
01531.jpg,frost,26.7243,0.5879
01606.jpg,frost,23.5663,0.5509
01556.jpg,frost,25.6398,0.5659
01655.jpg,gamma,26.7795,0.6703
01656.jpg,lee,20.2106,0.4120
01681.jpg,frost,23.4476,0.3453
01730.jpg,frost,22.2621,0.3885
01631.jpg,frost,23.1933,0.2926
01507.jpg,frost,29.0896,0.7508
01656.jpg,frost,23.5532,0.5159
01705.jpg,gamma,24.3377,0.5398
01706.jpg,lee,19.9664,0.2332
01531.jpg,gamma,26.2383,0.6424
01532.jpg,lee,25.3057,0.6328
01581.jpg,gamma,25.9575,0.6867
01582.jpg,lee,24.3589,0.3938
01606.jpg,gamma,24.0638,0.5735
01607.jpg,lee,21.2034,0.3518
01706.jpg,frost,23.0720,0.3366
01556.jpg,gamma,26.5432,0.6235
01681.jpg,gamma,27.3917,0.5859
01682.jpg,lee,17.6367,0.2782
01557.jpg,lee,22.3362,0.5337
01730.jpg,gamma,26.1513,0.5943
01731.jpg,lee,18.0079,0.3351
01631.jpg,gamma,27.1933,0.5066
01632.jpg,lee,17.7049,0.3470
01532.jpg,frost,28.1472,0.6978
01582.jpg,frost,28.4622,0.5782
01507.jpg,gamma,28.4619,0.7076
01508.jpg,lee,24.0268,0.4722
01607.jpg,frost,24.6872,0.5028
01656.jpg,gamma,25.8041,0.6266
01657.jpg,lee,19.1375,0.5302
01557.jpg,frost,25.6550,0.6505
01682.jpg,frost,20.3550,0.3736
01731.jpg,frost,20.6136,0.4014
01632.jpg,frost,20.4181,0.4423
01508.jpg,frost,27.4833,0.5973
01657.jpg,frost,21.7709,0.6021
01706.jpg,gamma,27.0471,0.5776
01707.jpg,lee,18.3740,0.2517
01532.jpg,gamma,28.0382,0.6798
01533.jpg,lee,22.8882,0.4326
01582.jpg,gamma,31.6420,0.7578
01583.jpg,lee,19.4632,0.5862
01607.jpg,gamma,25.8628,0.6008
01608.jpg,lee,20.8730,0.3264
01707.jpg,frost,21.2927,0.3345
01682.jpg,gamma,22.5341,0.4860
01683.jpg,lee,19.8822,0.3647
01731.jpg,gamma,23.2146,0.4600
01732.jpg,lee,20.2978,0.3813
01557.jpg,gamma,25.8634,0.6295
01558.jpg,lee,21.0363,0.5769
01533.jpg,frost,26.1703,0.5458
01632.jpg,gamma,21.8650,0.5216
01633.jpg,lee,19.8428,0.5091
01583.jpg,frost,21.5553,0.6544
01508.jpg,gamma,28.7444,0.6824
01509.jpg,lee,23.4114,0.5882
01608.jpg,frost,24.4477,0.4656
01683.jpg,frost,23.0400,0.4291
01657.jpg,gamma,22.4803,0.5878
01658.jpg,lee,19.1375,0.3286
01732.jpg,frost,23.0209,0.4456
01558.jpg,frost,23.1896,0.6449
01633.jpg,frost,22.8135,0.6001
01509.jpg,frost,25.8200,0.6740
01658.jpg,frost,22.0641,0.4387
01707.jpg,gamma,25.5126,0.5104
01708.jpg,lee,16.6043,0.2470
01533.jpg,gamma,27.7866,0.6664
01534.jpg,lee,25.4795,0.5361
01583.jpg,gamma,20.5398,0.5568
01584.jpg,lee,21.2365,0.4370
01608.jpg,gamma,26.2250,0.6041
01609.jpg,lee,21.9086,0.5322
01683.jpg,gamma,27.2410,0.6323
01684.jpg,lee,17.1655,0.3199
01708.jpg,frost,19.3548,0.3374
01732.jpg,gamma,25.8223,0.6270
01733.jpg,lee,18.9696,0.2607
01534.jpg,frost,28.5969,0.6569
01558.jpg,gamma,22.2684,0.6253
01559.jpg,lee,22.0253,0.4635
01584.jpg,frost,24.4106,0.5545
01509.jpg,gamma,24.8723,0.6375
01510.jpg,lee,23.9622,0.5940
01609.jpg,frost,25.2415,0.6355
01633.jpg,gamma,24.0077,0.6005
01634.jpg,lee,19.9555,0.2847
01684.jpg,frost,19.3376,0.3674
01733.jpg,frost,21.7673,0.3401
01658.jpg,gamma,23.8101,0.5642
01659.jpg,lee,19.8400,0.3507
01559.jpg,frost,25.3940,0.5876
01510.jpg,frost,26.6170,0.6891
01634.jpg,frost,23.0598,0.3878
01659.jpg,frost,23.2086,0.4772
01708.jpg,gamma,22.6954,0.4995
01709.jpg,lee,18.3754,0.2898
01534.jpg,gamma,29.0700,0.7216
01535.jpg,lee,23.1082,0.4594
01584.jpg,gamma,25.5636,0.6081
01585.jpg,lee,20.4670,0.2965
01609.jpg,gamma,26.1256,0.6673
01610.jpg,lee,22.5890,0.5404
01709.jpg,frost,21.0774,0.3806
01684.jpg,gamma,20.9706,0.5039
01685.jpg,lee,20.0020,0.3028
01733.jpg,gamma,25.2563,0.4949
01734.jpg,lee,18.3437,0.3737
01535.jpg,frost,26.5474,0.6064
01559.jpg,gamma,26.3735,0.6383
01560.jpg,lee,22.7564,0.4726
01510.jpg,gamma,25.8474,0.6815
01511.jpg,lee,25.8241,0.6091
01585.jpg,frost,24.2519,0.4307
01634.jpg,gamma,25.1334,0.5664
01635.jpg,lee,19.8540,0.3313
01610.jpg,frost,26.0537,0.6637
01685.jpg,frost,23.0800,0.4165
01734.jpg,frost,20.8885,0.4579
01511.jpg,frost,28.9256,0.7130
01659.jpg,gamma,25.8581,0.6155
01660.jpg,lee,19.0117,0.4354
01560.jpg,frost,26.3588,0.6122
01635.jpg,frost,23.0851,0.4463
01709.jpg,gamma,23.3342,0.5025
01710.jpg,lee,20.9631,0.5230
01535.jpg,gamma,27.4776,0.6607
01536.jpg,lee,26.5367,0.6738
01660.jpg,frost,21.6058,0.5038
01585.jpg,gamma,27.5534,0.5849
01586.jpg,lee,21.1777,0.4878
01710.jpg,frost,23.4912,0.5790
01610.jpg,gamma,26.5538,0.6714
01611.jpg,lee,21.7129,0.4322
01536.jpg,frost,29.0034,0.7272
01685.jpg,gamma,26.8631,0.6241
01686.jpg,lee,19.9185,0.4879
01734.jpg,gamma,22.9447,0.5523
01735.jpg,lee,18.4733,0.2588
01511.jpg,gamma,28.4981,0.7308
01512.jpg,lee,24.7494,0.6686
01560.jpg,gamma,27.3958,0.6653
01561.jpg,lee,22.9735,0.4240
01586.jpg,frost,24.3212,0.5892
01635.jpg,gamma,25.2447,0.5580
01636.jpg,lee,19.1512,0.3681
01611.jpg,frost,25.0249,0.5287
01686.jpg,frost,22.8315,0.5666
01660.jpg,gamma,22.5595,0.4161
01661.jpg,lee,19.2763,0.3063
01735.jpg,frost,21.3814,0.3485
01512.jpg,frost,26.5287,0.7073
01561.jpg,frost,26.7461,0.5629
01636.jpg,frost,22.3350,0.4755
01710.jpg,gamma,24.3514,0.5588
01711.jpg,lee,18.5757,0.3054
01661.jpg,frost,22.3851,0.4128
01536.jpg,gamma,27.7276,0.7121
01537.jpg,lee,23.0439,0.5363
01586.jpg,gamma,24.5561,0.6358
01587.jpg,lee,22.2237,0.4503
01611.jpg,gamma,27.6003,0.6588
01612.jpg,lee,19.4782,0.2613
01711.jpg,frost,21.3566,0.3788
01537.jpg,frost,24.7995,0.5914
01686.jpg,gamma,25.0116,0.6400
01687.jpg,lee,19.8442,0.3718
01735.jpg,gamma,25.0217,0.5363
01736.jpg,lee,19.5998,0.4731
01512.jpg,gamma,24.5121,0.6314
01513.jpg,lee,23.4898,0.6669
01561.jpg,gamma,28.7984,0.6888
01562.jpg,lee,21.9544,0.5475
01587.jpg,frost,26.1191,0.5748
01612.jpg,frost,22.8056,0.3727
01636.jpg,gamma,24.5793,0.5699
01637.jpg,lee,20.1250,0.3751
01687.jpg,frost,22.5889,0.4570
01736.jpg,frost,22.2052,0.5552
01661.jpg,gamma,24.3777,0.4868
01662.jpg,lee,19.9139,0.4734
01513.jpg,frost,24.6561,0.7033
01562.jpg,frost,25.1919,0.6236
01637.jpg,frost,23.4131,0.4656
01537.jpg,gamma,23.7895,0.4820
01538.jpg,lee,23.4656,0.5643
01711.jpg,gamma,24.6391,0.5292
01712.jpg,lee,19.0395,0.3478
01662.jpg,frost,22.6273,0.5535
01612.jpg,gamma,25.4822,0.5285
01613.jpg,lee,19.3291,0.3258
01538.jpg,frost,26.1212,0.6535
01587.jpg,gamma,28.6893,0.7130
01588.jpg,lee,21.2798,0.4751
01712.jpg,frost,22.0578,0.4301
01687.jpg,gamma,25.1687,0.5850
01688.jpg,lee,17.1955,0.3136
01736.jpg,gamma,23.3038,0.5522
01737.jpg,lee,19.0168,0.3089
01562.jpg,gamma,25.8113,0.6789
01563.jpg,lee,19.0164,0.2854
01513.jpg,gamma,22.9603,0.6599
01514.jpg,lee,23.0337,0.4329
01613.jpg,frost,22.2203,0.4179
01588.jpg,frost,24.3602,0.5816
01688.jpg,frost,19.7260,0.3821
01637.jpg,gamma,26.0605,0.6226
01638.jpg,lee,20.0345,0.3126
01737.jpg,frost,21.7861,0.4071
01563.jpg,frost,22.4329,0.4163
01514.jpg,frost,26.3379,0.5714
01662.jpg,gamma,22.8943,0.5584
01663.jpg,lee,19.5001,0.4062
01538.jpg,gamma,25.7186,0.6725
01539.jpg,lee,25.9071,0.6665
01638.jpg,frost,23.4468,0.4313
01712.jpg,gamma,24.8670,0.6207
01713.jpg,lee,16.8980,0.3295
01663.jpg,frost,22.5337,0.4983
01539.jpg,frost,27.5986,0.7182
01613.jpg,gamma,23.9415,0.5603
01614.jpg,lee,20.6899,0.2071
01688.jpg,gamma,22.2235,0.4848
01563.jpg,gamma,24.0223,0.5247
01564.jpg,lee,23.3713,0.6139
01689.jpg,lee,18.6404,0.3973
01588.jpg,gamma,24.4748,0.5823
01589.jpg,lee,20.8671,0.4877
01737.jpg,gamma,24.4613,0.5354
01738.jpg,lee,20.3225,0.5012
01514.jpg,gamma,27.0959,0.6058
01515.jpg,lee,21.9680,0.6480
01713.jpg,frost,19.0405,0.4042
01614.jpg,frost,24.2927,0.3348
01589.jpg,frost,23.7755,0.5719
01689.jpg,frost,21.4220,0.4748
01564.jpg,frost,26.5322,0.7046
01515.jpg,frost,23.8354,0.7044
01638.jpg,gamma,26.3001,0.6171
01639.jpg,lee,21.3531,0.4212
01738.jpg,frost,22.8953,0.5736
01663.jpg,gamma,24.0543,0.5355
01664.jpg,lee,18.6038,0.2978
01639.jpg,frost,24.6651,0.5274
01539.jpg,gamma,25.7908,0.6089
01540.jpg,lee,28.4184,0.7132
01664.jpg,frost,21.6704,0.3752
01713.jpg,gamma,20.7406,0.5171
01714.jpg,lee,18.7960,0.3252
01614.jpg,gamma,28.0084,0.6159
01615.jpg,lee,21.3557,0.2985
01589.jpg,gamma,24.4040,0.6143
01590.jpg,lee,21.1040,0.4633
01540.jpg,frost,30.8494,0.7840
01564.jpg,gamma,26.3530,0.6748
01565.jpg,lee,21.6544,0.5226
01689.jpg,gamma,23.6465,0.5901
01690.jpg,lee,19.8531,0.4366
01515.jpg,gamma,22.5079,0.6120
01516.jpg,lee,26.3010,0.5387
01714.jpg,frost,21.7816,0.3948
01738.jpg,gamma,24.1007,0.6409
01739.jpg,lee,20.8973,0.4216
01615.jpg,frost,24.8504,0.4120
01590.jpg,frost,24.2851,0.5585
01565.jpg,frost,24.7400,0.5943
01516.jpg,frost,29.4863,0.6667
01690.jpg,frost,22.5891,0.5145
01639.jpg,gamma,26.9263,0.6311
01640.jpg,lee,19.5387,0.2858
01739.jpg,frost,23.6575,0.4777
01664.jpg,gamma,23.8364,0.4641
01665.jpg,lee,20.0101,0.3645
01640.jpg,frost,22.8917,0.4007
01540.jpg,gamma,29.5929,0.7487
01541.jpg,lee,20.3999,0.4572
01665.jpg,frost,22.4294,0.4560
01615.jpg,gamma,28.4702,0.6026
01616.jpg,lee,19.2494,0.3777
01714.jpg,gamma,25.7822,0.5411
01715.jpg,lee,19.4768,0.4937
01590.jpg,gamma,25.0739,0.6147
01591.jpg,lee,19.3109,0.3292
01565.jpg,gamma,25.0194,0.6633
01566.jpg,lee,22.4842,0.6129
01541.jpg,frost,23.5815,0.5794
01516.jpg,gamma,29.9028,0.7316
01517.jpg,lee,25.9402,0.6133
01690.jpg,gamma,24.7566,0.6028
01616.jpg,frost,22.2263,0.4769
01691.jpg,lee,19.2398,0.4093
01715.jpg,frost,22.2051,0.5640
01739.jpg,gamma,26.1281,0.5655
01740.jpg,lee,20.0297,0.2639
01591.jpg,frost,22.2550,0.4380
01566.jpg,frost,25.5402,0.7090
01640.jpg,gamma,26.1659,0.5738
01641.jpg,lee,18.7821,0.4885
01517.jpg,frost,29.3305,0.7117
01691.jpg,frost,22.1547,0.5034
01665.jpg,gamma,23.8801,0.6354
01666.jpg,lee,19.6651,0.2940
01740.jpg,frost,23.0660,0.3420
01641.jpg,frost,21.5618,0.5697
01541.jpg,gamma,24.5107,0.6081
01542.jpg,lee,19.0679,0.2664
01666.jpg,frost,23.0076,0.3943
01715.jpg,gamma,23.7155,0.6077
01716.jpg,lee,18.1449,0.4139
01616.jpg,gamma,23.7543,0.5568
01617.jpg,lee,19.0036,0.2307
01591.jpg,gamma,23.2625,0.5296
01592.jpg,lee,22.7978,0.2704
01542.jpg,frost,22.6544,0.3957
01566.jpg,gamma,24.8988,0.6688
