image,filter,psnr,ssim
01567.jpg,lee,19.6101,0.4820
01691.jpg,gamma,24.3424,0.5922
01692.jpg,lee,19.0530,0.4109
01517.jpg,gamma,29.8674,0.7804
01518.jpg,lee,24.8846,0.4304
01716.jpg,frost,20.3295,0.4794
01617.jpg,frost,22.3370,0.3553
01592.jpg,frost,26.8591,0.4537
01740.jpg,gamma,27.2546,0.5761
01741.jpg,lee,17.7559,0.2332
01641.jpg,gamma,22.2359,0.5632
01642.jpg,lee,19.8190,0.4218
01692.jpg,frost,21.9706,0.4850
01567.jpg,frost,21.8997,0.5400
01518.jpg,frost,28.0788,0.5931
01666.jpg,gamma,26.3564,0.5823
01667.jpg,lee,20.5015,0.3219
01741.jpg,frost,20.7204,0.3124
01642.jpg,frost,23.0906,0.5164
01542.jpg,gamma,24.7351,0.5324
01543.jpg,lee,22.6733,0.4929
01667.jpg,frost,23.8306,0.4510
01716.jpg,gamma,21.8199,0.5754
01717.jpg,lee,18.2313,0.2455
01617.jpg,gamma,25.2875,0.4918
01618.jpg,lee,20.6862,0.3577
01592.jpg,gamma,30.0043,0.6449
01593.jpg,lee,19.8612,0.5990
01692.jpg,gamma,24.8255,0.6217
01693.jpg,lee,18.0933,0.2453
01543.jpg,frost,26.2468,0.6356
01567.jpg,gamma,21.5736,0.5200
01568.jpg,lee,21.4786,0.5577
01518.jpg,gamma,28.2484,0.6767
01519.jpg,lee,22.2684,0.5996
01618.jpg,frost,24.0897,0.4720
01717.jpg,frost,20.9274,0.3223
01593.jpg,frost,22.1469,0.6612
01741.jpg,gamma,24.1794,0.4595
01742.jpg,lee,19.4329,0.3086
01642.jpg,gamma,25.2643,0.6183
01643.jpg,lee,18.6430,0.4560
01693.jpg,frost,21.1175,0.3241
01568.jpg,frost,24.4354,0.6505
01667.jpg,gamma,26.3377,0.5975
01668.jpg,lee,20.2614,0.3025
01519.jpg,frost,24.1240,0.6624
01643.jpg,frost,21.4145,0.5352
01742.jpg,frost,22.4719,0.3665
01668.jpg,frost,23.6119,0.4275
01543.jpg,gamma,27.4973,0.6719
01544.jpg,lee,25.8742,0.6678
01717.jpg,gamma,23.7254,0.4595
01618.jpg,gamma,27.0063,0.6526
01718.jpg,lee,20.3572,0.2850
01619.jpg,lee,18.4085,0.3493
01593.jpg,gamma,21.4950,0.6152
01594.jpg,lee,23.6163,0.4953
01544.jpg,frost,29.7381,0.7407
01693.jpg,gamma,25.5150,0.5157
01694.jpg,lee,16.2430,0.2774
01568.jpg,gamma,23.9438,0.6019
01569.jpg,lee,22.4927,0.3968
01718.jpg,frost,23.4582,0.4031
01519.jpg,gamma,22.4540,0.6032
01520.jpg,lee,22.3148,0.6214
01619.jpg,frost,21.5467,0.4490
01594.jpg,frost,26.7550,0.6084
01643.jpg,gamma,22.3197,0.5245
01644.jpg,lee,20.4057,0.4605
01742.jpg,gamma,25.6535,0.5382
01743.jpg,lee,19.0088,0.4679
01694.jpg,frost,18.9435,0.3493
01668.jpg,gamma,26.3237,0.5476
01669.jpg,lee,20.4511,0.3958
01569.jpg,frost,26.1499,0.5261
01520.jpg,frost,23.8381,0.6802
01644.jpg,frost,23.5290,0.5439
01743.jpg,frost,21.6767,0.5513
01669.jpg,frost,23.6893,0.5110
01544.jpg,gamma,30.7787,0.7567
01545.jpg,lee,19.7051,0.4422
01594.jpg,gamma,27.0072,0.6463
01595.jpg,lee,21.2981,0.3692
01718.jpg,gamma,27.6822,0.6226
01619.jpg,gamma,24.0104,0.5243
01719.jpg,lee,17.9531,0.3092
01620.jpg,lee,21.9806,0.4326
01694.jpg,gamma,21.8428,0.4251
01695.jpg,lee,20.7066,0.3881
01545.jpg,frost,22.1687,0.5215
01569.jpg,gamma,28.1120,0.6551
01570.jpg,lee,24.9671,0.3790
01620.jpg,frost,25.3151,0.5372
01595.jpg,frost,24.8609,0.5011
01719.jpg,frost,20.2986,0.3602
01644.jpg,gamma,25.3338,0.6156
01645.jpg,lee,21.3071,0.3105
01520.jpg,gamma,22.0122,0.5913
01521.jpg,lee,25.0740,0.6338
01695.jpg,frost,23.3697,0.4742
01669.jpg,gamma,25.2406,0.5949
01670.jpg,lee,20.9953,0.3121
01570.jpg,frost,29.0177,0.5727
01743.jpg,gamma,23.3352,0.5854
01744.jpg,lee,18.1441,0.2940
01645.jpg,frost,24.7595,0.4349
01521.jpg,frost,26.5986,0.6951
01670.jpg,frost,24.5537,0.4209
01744.jpg,frost,20.9633,0.3912
01545.jpg,gamma,22.0186,0.5380
01546.jpg,lee,20.7529,0.2635
01719.jpg,gamma,22.2757,0.5390
01720.jpg,lee,17.6368,0.2240
01620.jpg,gamma,27.3741,0.6163
01621.jpg,lee,20.1566,0.3966
01595.jpg,gamma,26.3226,0.6391
01596.jpg,lee,20.2683,0.2770
01695.jpg,gamma,24.7759,0.6383
01696.jpg,lee,18.3378,0.2280
01570.jpg,gamma,32.1642,0.7860
01571.jpg,lee,21.7725,0.3028
01546.jpg,frost,24.5067,0.4082
01720.jpg,frost,20.3050,0.3016
01645.jpg,gamma,28.2676,0.6399
01646.jpg,lee,17.5931,0.2887
01621.jpg,frost,23.2494,0.5172
01596.jpg,frost,23.8818,0.4273
01696.jpg,frost,21.3288,0.3270
01744.jpg,gamma,23.6649,0.5370
01521.jpg,gamma,24.1716,0.6592
01745.jpg,lee,17.5451,0.3675
01522.jpg,lee,22.8130,0.5974
01670.jpg,gamma,27.8590,0.6089
01671.jpg,lee,19.6209,0.4410
01571.jpg,frost,25.6594,0.4513
01646.jpg,frost,20.5588,0.3878
01745.jpg,frost,19.7269,0.4158
01522.jpg,frost,24.5981,0.6478
01671.jpg,frost,22.4834,0.5349
01720.jpg,gamma,23.0324,0.4478
01721.jpg,lee,19.7849,0.4717
01546.jpg,gamma,26.9766,0.5665
01547.jpg,lee,22.9601,0.5142
01696.jpg,gamma,25.4898,0.5207
01697.jpg,lee,16.5706,0.2184
01596.jpg,gamma,26.0813,0.5689
01597.jpg,lee,21.1609,0.3841
01621.jpg,gamma,24.6032,0.5939
01622.jpg,lee,20.7632,0.5023
01571.jpg,gamma,28.5505,0.6342
01572.jpg,lee,19.1653,0.5540
01547.jpg,frost,26.7406,0.6268
01721.jpg,frost,22.5135,0.5341
01646.jpg,gamma,22.6793,0.4918
01647.jpg,lee,24.5874,0.5623
01697.jpg,frost,19.1818,0.2917
01745.jpg,gamma,21.0879,0.5325
01746.jpg,lee,17.7262,0.2053
01597.jpg,frost,24.6009,0.5186
01622.jpg,frost,24.0494,0.6009
01522.jpg,gamma,23.2043,0.5953
01523.jpg,lee,24.8324,0.6897
01572.jpg,frost,21.5977,0.6463
01671.jpg,gamma,23.4214,0.5490
01672.jpg,lee,20.9650,0.3374
01647.jpg,frost,28.2656,0.6509
01746.jpg,frost,20.5168,0.2821
01523.jpg,frost,27.0022,0.7297
01672.jpg,frost,24.4402,0.4575
01547.jpg,gamma,28.6966,0.7108
01548.jpg,lee,20.8901,0.5212
01597.jpg,gamma,25.6575,0.5857
01697.jpg,gamma,21.9184,0.4275
01598.jpg,lee,19.7790,0.3620
01698.jpg,lee,18.6231,0.3825
01721.jpg,gamma,24.6987,0.5943
01722.jpg,lee,17.2988,0.5198
01622.jpg,gamma,25.8837,0.6726
01623.jpg,lee,21.3767,0.3983
01572.jpg,gamma,20.7890,0.5809
01573.jpg,lee,23.2774,0.5350
01647.jpg,gamma,31.0670,0.7423
01648.jpg,lee,21.0174,0.3047
01548.jpg,frost,23.9107,0.6120
01523.jpg,gamma,25.7378,0.7305
01524.jpg,lee,24.7456,0.6969
01722.jpg,frost,19.1067,0.5737
01598.jpg,frost,23.1548,0.4921
01698.jpg,frost,21.5339,0.3911
01746.jpg,gamma,24.0074,0.4669
01747.jpg,lee,17.0742,0.4220
01623.jpg,frost,24.8356,0.5152
01573.jpg,frost,26.6607,0.6226
01672.jpg,gamma,27.7169,0.6545
01673.jpg,lee,18.2905,0.3962
01648.jpg,frost,24.6065,0.4309
01524.jpg,frost,26.2344,0.7432
01747.jpg,frost,19.4358,0.5011
01673.jpg,frost,21.1866,0.4987
01548.jpg,gamma,24.2290,0.6333
01549.jpg,lee,20.6665,0.5676
01698.jpg,gamma,26.3197,0.5870
01699.jpg,lee,20.2848,0.3380
01598.jpg,gamma,24.2603,0.5875
01599.jpg,lee,20.9473,0.3626
01722.jpg,gamma,19.5502,0.6065
01623.jpg,gamma,28.1362,0.6810
01723.jpg,lee,17.4521,0.4874
01624.jpg,lee,19.6589,0.3271
01648.jpg,gamma,28.4579,0.6673
01649.jpg,lee,20.1388,0.4404
01573.jpg,gamma,27.1574,0.6770
01574.jpg,lee,22.5777,0.4112
01549.jpg,frost,22.8382,0.6395
01524.jpg,gamma,24.3608,0.6304
01599.jpg,frost,24.6630,0.5068
01750.jpg,lee,17.8480,0.2436
01699.jpg,frost,23.0664,0.4193
01723.jpg,frost,19.4902,0.5463
01747.jpg,gamma,20.9693,0.5352
01748.jpg,lee,18.3583,0.2190
01649.jpg,frost,23.0760,0.4667
01624.jpg,frost,23.0963,0.4234
01574.jpg,frost,26.1799,0.5448
01673.jpg,gamma,22.5228,0.5514
01674.jpg,lee,18.9444,0.2370
01750.jpg,frost,20.8731,0.3456
01748.jpg,frost,21.3135,0.3111
01674.jpg,frost,22.1730,0.3340
01549.jpg,gamma,22.0211,0.5699
01775.jpg,lee,17.5907,0.3958
01599.jpg,gamma,26.8271,0.5900
01800.jpg,lee,17.8067,0.4108
01699.jpg,gamma,26.3942,0.5580
01825.jpg,lee,18.3538,0.2798
01723.jpg,gamma,20.0893,0.5319
01724.jpg,lee,17.6544,0.3652
01624.jpg,gamma,26.2829,0.5954
01850.jpg,lee,17.9524,0.2884
01649.jpg,gamma,25.3424,0.5790
01875.jpg,lee,18.1714,0.3001
01574.jpg,gamma,27.5614,0.6565
01900.jpg,lee,15.3845,0.3398
01775.jpg,frost,19.8335,0.4773
01800.jpg,frost,19.9663,0.4670
01750.jpg,gamma,24.9002,0.5266
01751.jpg,lee,18.0841,0.3596
01724.jpg,frost,20.1790,0.4457
01748.jpg,gamma,24.9008,0.5000
01749.jpg,lee,21.6203,0.4321
01825.jpg,frost,20.5375,0.3384
01850.jpg,frost,20.2628,0.3280
01875.jpg,frost,20.4587,0.3498
01900.jpg,frost,17.1201,0.3814
01674.jpg,gamma,24.8923,0.4966
01925.jpg,lee,17.5403,0.3051
01751.jpg,frost,20.3894,0.4223
01749.jpg,frost,24.5162,0.5040
01925.jpg,frost,19.3718,0.3396
01775.jpg,gamma,22.1499,0.5193
01776.jpg,lee,17.1607,0.4139
01724.jpg,gamma,22.1219,0.4877
01950.jpg,lee,17.2545,0.2724
01850.jpg,gamma,25.2577,0.5737
01851.jpg,lee,17.8857,0.3515
01800.jpg,gamma,21.6595,0.5316
01801.jpg,lee,18.3002,0.2115
01875.jpg,gamma,24.5921,0.5798
01876.jpg,lee,18.2468,0.2233
01825.jpg,gamma,24.1421,0.5415
01826.jpg,lee,17.1928,0.2945
01900.jpg,gamma,19.9452,0.4702
01901.jpg,lee,18.0207,0.2830
01776.jpg,frost,19.3653,0.4567
01950.jpg,frost,19.1167,0.3257
01749.jpg,gamma,26.7073,0.6407
01975.jpg,lee,17.5021,0.2962
01751.jpg,gamma,23.0790,0.5243
01752.jpg,lee,17.3845,0.3113
01876.jpg,frost,20.5573,0.2663
01851.jpg,frost,19.9555,0.3856
01801.jpg,frost,20.9009,0.2774
01925.jpg,gamma,22.9710,0.5269
01826.jpg,frost,19.2283,0.3538
01926.jpg,lee,17.6600,0.2422
01901.jpg,frost,19.9714,0.3202
01752.jpg,frost,19.9502,0.3628
01975.jpg,frost,19.0664,0.3162
01926.jpg,frost,19.6309,0.2784
01776.jpg,gamma,21.8043,0.4865
01777.jpg,lee,21.6652,0.3233
01950.jpg,gamma,23.8178,0.5248
01951.jpg,lee,18.6131,0.1810
01851.jpg,gamma,23.0729,0.5575
01852.jpg,lee,19.6232,0.3224
01876.jpg,gamma,25.3338,0.5287
01877.jpg,lee,19.2938,0.3283
01801.jpg,gamma,25.3196,0.5116
01802.jpg,lee,18.5257,0.3634
01826.jpg,gamma,23.0353,0.5292
01827.jpg,lee,15.5387,0.4074
01901.jpg,gamma,24.2039,0.5593
01902.jpg,lee,15.6538,0.1788
01777.jpg,frost,24.3954,0.3929
01975.jpg,gamma,22.8900,0.4938
01976.jpg,lee,15.0728,0.2333
01951.jpg,frost,20.6394,0.2205
01752.jpg,gamma,23.4645,0.5598
01753.jpg,lee,19.2494,0.2964
01852.jpg,frost,21.5714,0.3811
01877.jpg,frost,21.4627,0.3703
01802.jpg,frost,21.1542,0.4332
01926.jpg,gamma,24.1061,0.5015
01927.jpg,lee,18.5385,0.2219
01827.jpg,frost,17.3915,0.4762
01902.jpg,frost,17.4883,0.2152
01976.jpg,frost,16.6782,0.2781
01753.jpg,frost,21.9037,0.3534
01927.jpg,frost,20.6812,0.2630
01951.jpg,gamma,26.2245,0.5111
01952.jpg,lee,17.6824,0.2963
01777.jpg,gamma,29.8237,0.6654
01778.jpg,lee,21.6592,0.4284
01852.jpg,gamma,23.8421,0.5219
01853.jpg,lee,16.5261,0.3567
01802.jpg,gamma,24.5289,0.5948
01803.jpg,lee,17.3407,0.2184
01877.jpg,gamma,25.9615,0.5348
01878.jpg,lee,21.4544,0.4620
01827.jpg,gamma,19.1585,0.4602
01828.jpg,lee,19.5310,0.3269
01952.jpg,frost,19.6102,0.3411
01902.jpg,gamma,22.4513,0.3675
01903.jpg,lee,15.4708,0.2098
01778.jpg,frost,24.5371,0.4607
01976.jpg,gamma,20.8878,0.4227
01977.jpg,lee,15.1031,0.1800
01803.jpg,frost,19.9416,0.2841
01753.jpg,gamma,27.0856,0.5732
01754.jpg,lee,19.5021,0.4244
01853.jpg,frost,18.2357,0.3976
01927.jpg,gamma,26.9336,0.5930
01928.jpg,lee,18.6458,0.1736
01828.jpg,frost,21.9327,0.3868
01878.jpg,frost,24.0075,0.4801
01903.jpg,frost,17.1853,0.2504
01977.jpg,frost,16.7386,0.2252
01754.jpg,frost,22.4566,0.4535
01928.jpg,frost,20.6027,0.2226
01952.jpg,gamma,23.8933,0.5342
01953.jpg,lee,16.4320,0.1801
01778.jpg,gamma,28.1738,0.6050
01779.jpg,lee,15.0802,0.2615
01803.jpg,gamma,24.0755,0.4942
01804.jpg,lee,18.8184,0.2096
01853.jpg,gamma,20.2567,0.5058
01854.jpg,lee,17.9026,0.2816
01878.jpg,gamma,27.7586,0.6408
01879.jpg,lee,17.2113,0.2487
01828.jpg,gamma,26.1540,0.6285
01829.jpg,lee,19.3310,0.3610
01953.jpg,frost,18.2275,0.2291
01779.jpg,frost,17.2280,0.3285
01977.jpg,gamma,20.9608,0.3851
01978.jpg,lee,16.4782,0.3631
01903.jpg,gamma,20.6902,0.3855
01904.jpg,lee,16.9044,0.1927
01804.jpg,frost,21.3393,0.2854
01854.jpg,frost,20.0399,0.3359
01754.jpg,gamma,26.6596,0.6256
01755.jpg,lee,18.5068,0.2590
01829.jpg,frost,21.8732,0.3825
01879.jpg,frost,19.3413,0.2928
01928.jpg,gamma,26.8443,0.5339
01929.jpg,lee,17.5286,0.3243
01904.jpg,frost,18.8312,0.2301
01978.jpg,frost,17.9239,0.3977
01755.jpg,frost,21.0771,0.3319
01929.jpg,frost,19.3075,0.3683
01779.jpg,gamma,19.4018,0.4107
01780.jpg,lee,19.4824,0.3553
01953.jpg,gamma,22.5897,0.4322
01954.jpg,lee,16.4927,0.1142
01854.jpg,gamma,24.0127,0.5242
01855.jpg,lee,18.4569,0.3342
01804.jpg,gamma,26.0761,0.5214
01805.jpg,lee,17.6133,0.3418
01829.jpg,gamma,26.9637,0.5685
01830.jpg,lee,17.3843,0.2048
01879.jpg,gamma,22.7985,0.4790
01880.jpg,lee,19.2195,0.2525
01954.jpg,frost,18.4466,0.1556
01780.jpg,frost,22.0747,0.4316
01855.jpg,frost,20.6453,0.3895
01755.jpg,gamma,25.0268,0.5513
01756.jpg,lee,17.8174,0.1849
01978.jpg,gamma,21.4469,0.5170
01805.jpg,frost,19.9395,0.3866
01979.jpg,lee,18.3090,0.3381
01830.jpg,frost,19.6165,0.2604
01904.jpg,gamma,24.0903,0.4560
01905.jpg,lee,16.1900,0.2479
01880.jpg,frost,21.2182,0.3118
01929.jpg,gamma,22.7815,0.5103
01930.jpg,lee,17.0929,0.3196
01756.jpg,frost,20.3796,0.2456
01979.jpg,frost,19.9257,0.3562
01905.jpg,frost,18.0568,0.2938
01930.jpg,frost,19.0526,0.3650
01954.jpg,gamma,24.0166,0.4110
01955.jpg,lee,15.9862,0.0951
01780.jpg,gamma,26.0301,0.5958
01781.jpg,lee,16.7000,0.4341
01855.jpg,gamma,24.7130,0.5654
01856.jpg,lee,18.3857,0.2406
01830.jpg,gamma,24.6056,0.5022
01831.jpg,lee,19.6394,0.4800
01805.jpg,gamma,22.7407,0.4645
01806.jpg,lee,18.9954,0.2386
01880.jpg,gamma,24.4695,0.5117
01881.jpg,lee,17.1914,0.2039
01955.jpg,frost,17.9696,0.1314
01806.jpg,frost,21.6262,0.3183
01856.jpg,frost,20.6096,0.3105
01781.jpg,frost,18.6846,0.4907
01831.jpg,frost,21.8833,0.5099
01979.jpg,gamma,24.1065,0.5080
01980.jpg,lee,19.0071,0.3620
01756.jpg,gamma,25.1206,0.4326
01757.jpg,lee,18.0447,0.2535
01881.jpg,frost,19.4321,0.2615
01905.jpg,gamma,21.9182,0.4297
01906.jpg,lee,17.3911,0.3435
01930.jpg,gamma,23.3223,0.5377
01931.jpg,lee,18.0450,0.1634
01757.jpg,frost,20.4995,0.3205
01980.jpg,frost,20.8146,0.3789
01931.jpg,frost,19.8946,0.2165
01906.jpg,frost,19.2483,0.3971
01955.jpg,gamma,23.3391,0.3690
01956.jpg,lee,18.9169,0.2309
01806.jpg,gamma,26.2165,0.5637
01807.jpg,lee,19.3451,0.4364
01831.jpg,gamma,24.7478,0.5612
01832.jpg,lee,17.7005,0.2545
01781.jpg,gamma,19.9269,0.4976
01782.jpg,lee,18.6297,0.4618
01856.jpg,gamma,24.6670,0.5448
01857.jpg,lee,18.4716,0.1472
01881.jpg,gamma,24.3954,0.4806
01882.jpg,lee,17.4977,0.1799
01956.jpg,frost,20.9015,0.2680
01807.jpg,frost,21.8767,0.5169
01980.jpg,gamma,24.7703,0.6076
01981.jpg,lee,14.9537,0.2541
01832.jpg,frost,19.9472,0.3053
01782.jpg,frost,21.0461,0.5019
01757.jpg,gamma,24.0344,0.5161
01758.jpg,lee,17.7147,0.2679
01857.jpg,frost,20.7903,0.2030
01882.jpg,frost,19.7557,0.2393
01931.jpg,gamma,25.4707,0.4939
01932.jpg,lee,17.1440,0.2481
01906.jpg,gamma,22.8565,0.5068
01907.jpg,lee,16.5688,0.1358
01981.jpg,frost,16.6608,0.2804
01758.jpg,frost,20.2262,0.3304
01932.jpg,frost,19.1354,0.2886
01907.jpg,frost,18.3860,0.1818
01956.jpg,gamma,26.7094,0.5751
01957.jpg,lee,19.0720,0.3440
01807.jpg,gamma,24.4791,0.6047
01808.jpg,lee,20.6439,0.2676
01857.jpg,gamma,26.4414,0.4925
01858.jpg,lee,18.2306,0.1580
01832.jpg,gamma,24.2919,0.5290
01833.jpg,lee,17.5627,0.1869
01782.jpg,gamma,23.3137,0.5702
01783.jpg,lee,17.3409,0.1363
01882.jpg,gamma,24.6163,0.4871
01883.jpg,lee,17.1404,0.3419
01808.jpg,frost,23.1502,0.3562
01957.jpg,frost,21.0266,0.3893
01981.jpg,gamma,20.4601,0.3834
01982.jpg,lee,17.7685,0.3064
01758.jpg,gamma,24.1785,0.4838
01759.jpg,lee,19.0888,0.3251
01858.jpg,frost,20.5044,0.2164
01833.jpg,frost,19.7917,0.2519
01783.jpg,frost,19.9384,0.2000
01932.jpg,gamma,24.0558,0.5036
01933.jpg,lee,18.1847,0.1929
01883.jpg,frost,19.2382,0.4003
01907.jpg,gamma,23.4565,0.4347
01908.jpg,lee,19.2733,0.2408
01982.jpg,frost,19.5815,0.3190
01759.jpg,frost,21.6946,0.3881
01933.jpg,frost,20.1792,0.2408
01908.jpg,frost,21.3040,0.2885
01957.jpg,gamma,25.1979,0.5647
01958.jpg,lee,17.6655,0.3255
01808.jpg,gamma,27.2257,0.5874
01809.jpg,lee,18.2209,0.2685
01833.jpg,gamma,24.7779,0.4941
01834.jpg,lee,17.9306,0.2428
01783.jpg,gamma,24.3950,0.4482
01784.jpg,lee,18.6387,0.3162
01858.jpg,gamma,25.7282,0.4795
01859.jpg,lee,19.3004,0.2072
01883.jpg,gamma,22.2124,0.5304
01884.jpg,lee,17.2979,0.2103
01982.jpg,gamma,24.3346,0.5303
01983.jpg,lee,17.9054,0.3052
01809.jpg,frost,20.7702,0.3358
01958.jpg,frost,19.5708,0.3728
01784.jpg,frost,21.0353,0.3782
01759.jpg,gamma,25.0292,0.5715
01760.jpg,lee,18.6791,0.3180
01834.jpg,frost,20.1685,0.3085
01859.jpg,frost,21.5785,0.2803
01884.jpg,frost,19.5521,0.2677
01933.jpg,gamma,25.3844,0.5215
01934.jpg,lee,17.6097,0.1622
01983.jpg,frost,19.7920,0.3105
01908.jpg,gamma,27.3688,0.5950
01909.jpg,lee,18.2994,0.1831
01760.jpg,frost,21.2396,0.3747
01934.jpg,frost,19.4861,0.2129
01909.jpg,frost,20.1502,0.2295
01809.jpg,gamma,25.2960,0.5127
01810.jpg,lee,18.4127,0.3266
01958.jpg,gamma,23.3911,0.5343
01959.jpg,lee,17.1224,0.1846
01784.jpg,gamma,24.2772,0.5182
01834.jpg,gamma,25.1346,0.5301
01785.jpg,lee,16.7626,0.2289
01835.jpg,lee,20.5124,0.4314
01859.jpg,gamma,27.1955,0.5716
01860.jpg,lee,17.4779,0.3667
01884.jpg,gamma,24.0568,0.4807
01885.jpg,lee,17.0572,0.3150
01959.jpg,frost,19.0143,0.2332
01810.jpg,frost,20.9165,0.4047
01983.jpg,gamma,24.6956,0.5721
01984.jpg,lee,17.7011,0.3072
01760.jpg,gamma,25.0824,0.5833
01761.jpg,lee,21.7985,0.4568
01785.jpg,frost,18.9285,0.2950
01860.jpg,frost,19.4130,0.4110
01835.jpg,frost,22.5143,0.4596
01885.jpg,frost,19.1203,0.3807
01934.jpg,gamma,24.8646,0.4756
01935.jpg,lee,15.0708,0.2720
01984.jpg,frost,19.4977,0.3257
01909.jpg,gamma,26.0510,0.5012
01910.jpg,lee,16.9594,0.2294
01761.jpg,frost,24.3356,0.5164
01935.jpg,frost,16.8362,0.3228
01910.jpg,frost,19.1185,0.2526
01959.jpg,gamma,24.3171,0.4760
01960.jpg,lee,16.7532,0.3468
01810.jpg,gamma,23.8705,0.5654
01811.jpg,lee,20.4774,0.2932
01860.jpg,gamma,22.1132,0.5261
01861.jpg,lee,18.4173,0.2922
01785.jpg,gamma,21.9465,0.4939
01786.jpg,lee,17.8663,0.1731
01835.jpg,gamma,25.0523,0.5384
01836.jpg,lee,17.6774,0.2638
01885.jpg,gamma,22.7304,0.5302
01886.jpg,lee,19.6819,0.1935
01984.jpg,gamma,24.5332,0.5249
01985.jpg,lee,18.2730,0.3353
01960.jpg,frost,18.6146,0.3722
01811.jpg,frost,23.3775,0.3556
01861.jpg,frost,20.6989,0.3427
01761.jpg,gamma,27.7305,0.6213
01762.jpg,lee,19.9727,0.4531
01786.jpg,frost,20.5621,0.2347
01836.jpg,frost,19.8194,0.3238
01935.jpg,gamma,19.9584,0.4297
01936.jpg,lee,17.2673,0.2166
01886.jpg,frost,22.0129,0.2571
01910.jpg,gamma,24.6649,0.5057
01911.jpg,lee,16.5644,0.2677
01985.jpg,frost,19.9860,0.3612
01762.jpg,frost,22.8337,0.4984
01936.jpg,frost,19.1435,0.2671
01911.jpg,frost,18.5799,0.2967
01960.jpg,gamma,22.3321,0.5141
01961.jpg,lee,18.5967,0.2642
01861.jpg,gamma,24.9510,0.5585
01862.jpg,lee,18.8150,0.2823
01811.jpg,gamma,28.6111,0.6394
01812.jpg,lee,19.5803,0.3442
01786.jpg,gamma,25.8474,0.5134
01787.jpg,lee,19.7987,0.2754
01836.jpg,gamma,23.7171,0.4955
01837.jpg,lee,17.6457,0.2210
01886.jpg,gamma,27.5579,0.5947
01887.jpg,lee,18.4657,0.2257
01961.jpg,frost,20.1241,0.2952
01862.jpg,frost,21.1900,0.3398
01985.jpg,gamma,25.0321,0.5295
01812.jpg,frost,22.0562,0.4270
01986.jpg,lee,15.8398,0.2141
01837.jpg,frost,19.9617,0.2761
01787.jpg,frost,22.4922,0.3593
01762.jpg,gamma,26.6245,0.6398
01763.jpg,lee,20.2263,0.3957
01911.jpg,gamma,23.0778,0.5022
01912.jpg,lee,16.8824,0.2809
01936.jpg,gamma,23.9287,0.4639
01937.jpg,lee,15.7215,0.2701
01887.jpg,frost,20.7329,0.2773
01986.jpg,frost,17.5020,0.2453
01763.jpg,frost,22.9257,0.4425
01912.jpg,frost,18.9571,0.2916
01937.jpg,frost,17.5090,0.3163
01961.jpg,gamma,24.5927,0.5117
01962.jpg,lee,16.3027,0.1418
01837.jpg,gamma,24.6222,0.5471
01838.jpg,lee,22.3774,0.4589
01862.jpg,gamma,25.8629,0.5911
01863.jpg,lee,16.4726,0.2158
01812.jpg,gamma,25.3281,0.5847
01813.jpg,lee,17.7836,0.1786
01787.jpg,gamma,27.5355,0.6021
01788.jpg,lee,18.4971,0.3566
01887.jpg,gamma,25.7313,0.5321
01888.jpg,lee,16.1454,0.1498
01962.jpg,frost,17.9835,0.1651
01838.jpg,frost,25.1744,0.4837
01813.jpg,frost,20.3312,0.2479
01788.jpg,frost,21.0812,0.4260
01986.jpg,gamma,22.5029,0.4846
01987.jpg,lee,16.2226,0.2157
01763.jpg,gamma,26.8131,0.6503
01764.jpg,lee,18.7694,0.3567
01863.jpg,frost,18.5542,0.2624
01912.jpg,gamma,23.1092,0.5063
01913.jpg,lee,16.6694,0.1642
01888.jpg,frost,18.4290,0.1929
01937.jpg,gamma,20.9567,0.4451
01938.jpg,lee,18.3944,0.1873
01987.jpg,frost,17.8749,0.2449
01764.jpg,frost,21.4409,0.3957
01913.jpg,frost,18.6414,0.2113
01938.jpg,frost,20.3074,0.2376
01962.jpg,gamma,23.6730,0.4080
01963.jpg,lee,15.4030,0.1786
01813.jpg,gamma,24.9544,0.4784
01814.jpg,lee,16.0291,0.1738
01838.jpg,gamma,30.3518,0.7220
01839.jpg,lee,18.7293,0.3690
01788.jpg,gamma,25.1876,0.5957
01789.jpg,lee,16.3887,0.1779
01863.jpg,gamma,22.2299,0.4539
01864.jpg,lee,18.8721,0.3004
01888.jpg,gamma,23.6122,0.3850
01889.jpg,lee,17.8074,0.2700
01963.jpg,frost,17.1118,0.2086
01814.jpg,frost,18.4787,0.2436
01839.jpg,frost,21.0298,0.4070
01789.jpg,frost,18.8859,0.2366
01764.jpg,gamma,24.2567,0.6059
01765.jpg,lee,18.1325,0.3472
01864.jpg,frost,21.2151,0.3663
01987.jpg,gamma,22.8829,0.4325
01988.jpg,lee,18.1048,0.2353
01913.jpg,gamma,23.9622,0.4407
01914.jpg,lee,18.0418,0.3655
01889.jpg,frost,20.0496,0.3172
01938.jpg,gamma,25.4130,0.5170
01939.jpg,lee,15.1291,0.3089
01765.jpg,frost,20.5769,0.4206
01988.jpg,frost,19.8354,0.2712
01914.jpg,frost,20.0532,0.3975
01939.jpg,frost,16.6680,0.3531
01963.jpg,gamma,22.4204,0.3822
01964.jpg,lee,16.2702,0.1037
01839.jpg,gamma,24.5381,0.5572
01840.jpg,lee,21.6679,0.3180
01814.jpg,gamma,22.3365,0.4066
01815.jpg,lee,18.5977,0.3083
01789.jpg,gamma,23.1222,0.3843
